away_team.id,away_team.points,away_team.remaining_challenges,away_team.remaining_timeouts,away_team.statistics.defense.team.ast,away_team.statistics.defense.team.bk,away_team.statistics.defense.team.comb,away_team.statistics.defense.team.force_fum,away_team.statistics.defense.team.fum_rec,away_team.statistics.defense.team.fum_td,away_team.statistics.defense.team.int,away_team.statistics.defense.team.int_lg,away_team.statistics.defense.team.int_td,away_team.statistics.defense.team.int_yds,away_team.statistics.defense.team.misc_ast,away_team.statistics.defense.team.misc_comb,away_team.statistics.defense.team.misc_force_fum,away_team.statistics.defense.team.misc_fum_rec,away_team.statistics.defense.team.misc_tackle,away_team.statistics.defense.team.pd,away_team.statistics.defense.team.qh,away_team.statistics.defense.team.sack,away_team.statistics.defense.team.sack_yds,away_team.statistics.defense.team.sfty,away_team.statistics.defense.team.sp_ast,away_team.statistics.defense.team.sp_comb,away_team.statistics.defense.team.sp_force_fum,away_team.statistics.defense.team.sp_fum_rec,away_team.statistics.defense.team.sp_tackle,away_team.statistics.defense.team.tackle,away_team.statistics.defense.team.tlost,away_team.statistics.first_downs.team.num,away_team.statistics.first_downs.team.pass,away_team.statistics.first_downs.team.pen,away_team.statistics.first_downs.team.rush,away_team.statistics.fourth_down_efficiency.team.att,away_team.statistics.fourth_down_efficiency.team.conv,away_team.statistics.fourth_down_efficiency.team.pass,away_team.statistics.fourth_down_efficiency.team.pct,away_team.statistics.fourth_down_efficiency.team.pen,away_team.statistics.fourth_down_efficiency.team.rush,away_team.statistics.fumbles.team.force_fum,away_team.statistics.fumbles.team.fum,away_team.statistics.fumbles.team.lost,away_team.statistics.fumbles.team.oob,away_team.statistics.fumbles.team.opp_rec,away_team.statistics.fumbles.team.opp_rec_td,away_team.statistics.fumbles.team.opp_rec_yds,away_team.statistics.fumbles.team.own_rec,away_team.statistics.fumbles.team.own_rec_td,away_team.statistics.fumbles.team.own_rec_yds,away_team.statistics.goal_efficiency.team.att,away_team.statistics.goal_efficiency.team.pct,away_team.statistics.goal_efficiency.team.td,away_team.statistics.kickoffs.team.avg,away_team.statistics.kickoffs.team.avg_ret,away_team.statistics.kickoffs.team.endzone,away_team.statistics.kickoffs.team.in20,away_team.statistics.kickoffs.team.in20_pct,away_team.statistics.kickoffs.team.kicks,away_team.statistics.kickoffs.team.lg,away_team.statistics.kickoffs.team.net_avg,away_team.statistics.kickoffs.team.net_yds,away_team.statistics.kickoffs.team.ret,away_team.statistics.kickoffs.team.ret_yds,away_team.statistics.kickoffs.team.tb,away_team.statistics.kickoffs.team.tb_pct,away_team.statistics.kickoffs.team.yds,away_team.statistics.passing.team.att,away_team.statistics.passing.team.avg,away_team.statistics.passing.team.cmp,away_team.statistics.passing.team.cmp_avg,away_team.statistics.passing.team.cmp_pct,away_team.statistics.passing.team.fd,away_team.statistics.passing.team.int,away_team.statistics.passing.team.int_pct,away_team.statistics.passing.team.int_td,away_team.statistics.passing.team.lg,away_team.statistics.passing.team.rating,away_team.statistics.passing.team.rz_att,away_team.statistics.passing.team.sfty,away_team.statistics.passing.team.sk,away_team.statistics.passing.team.sk_yds,away_team.statistics.passing.team.td,away_team.statistics.passing.team.td_pct,away_team.statistics.passing.team.yds,away_team.statistics.passing.team.yds_10_pls,away_team.statistics.passing.team.yds_20_pls,away_team.statistics.passing.team.yds_30_pls,away_team.statistics.passing.team.yds_40_pls,away_team.statistics.passing.team.yds_50_pls,away_team.statistics.receiving.team.avg,away_team.statistics.receiving.team.fd,away_team.statistics.receiving.team.fum,away_team.statistics.receiving.team.lg,away_team.statistics.receiving.team.rec,away_team.statistics.receiving.team.rz_tar,away_team.statistics.receiving.team.tar,away_team.statistics.receiving.team.td,away_team.statistics.receiving.team.yac,away_team.statistics.receiving.team.yds,away_team.statistics.receiving.team.yds_10_pls,away_team.statistics.receiving.team.yds_20_pls,away_team.statistics.receiving.team.yds_30_pls,away_team.statistics.receiving.team.yds_40_pls,away_team.statistics.receiving.team.yds_50_pls,away_team.statistics.rushing.team.att,away_team.statistics.rushing.team.avg,away_team.statistics.rushing.team.fd,away_team.statistics.rushing.team.fd_pct,away_team.statistics.rushing.team.fum,away_team.statistics.rushing.team.lg,away_team.statistics.rushing.team.rz_att,away_team.statistics.rushing.team.sfty,away_team.statistics.rushing.team.td,away_team.statistics.rushing.team.yds,away_team.statistics.rushing.team.yds_10_pls,away_team.statistics.rushing.team.yds_20_pls,away_team.statistics.rushing.team.yds_30_pls,away_team.statistics.rushing.team.yds_40_pls,away_team.statistics.rushing.team.yds_50_pls,away_team.statistics.third_down_efficiency.team.att,away_team.statistics.third_down_efficiency.team.conv,away_team.statistics.third_down_efficiency.team.pass,away_team.statistics.third_down_efficiency.team.pct,away_team.statistics.third_down_efficiency.team.pen,away_team.statistics.third_down_efficiency.team.rush,home_team.id,home_team.points,home_team.remaining_challenges,home_team.remaining_timeouts,home_team.statistics.defense.team.ast,home_team.statistics.defense.team.bk,home_team.statistics.defense.team.comb,home_team.statistics.defense.team.force_fum,home_team.statistics.defense.team.fum_rec,home_team.statistics.defense.team.fum_td,home_team.statistics.defense.team.int,home_team.statistics.defense.team.int_lg,home_team.statistics.defense.team.int_td,home_team.statistics.defense.team.int_yds,home_team.statistics.defense.team.misc_ast,home_team.statistics.defense.team.misc_comb,home_team.statistics.defense.team.misc_force_fum,home_team.statistics.defense.team.misc_fum_rec,home_team.statistics.defense.team.misc_tackle,home_team.statistics.defense.team.pd,home_team.statistics.defense.team.qh,home_team.statistics.defense.team.sack,home_team.statistics.defense.team.sack_yds,home_team.statistics.defense.team.sfty,home_team.statistics.defense.team.sp_ast,home_team.statistics.defense.team.sp_comb,home_team.statistics.defense.team.sp_force_fum,home_team.statistics.defense.team.sp_fum_rec,home_team.statistics.defense.team.sp_tackle,home_team.statistics.defense.team.tackle,home_team.statistics.defense.team.tlost,home_team.statistics.first_downs.team.num,home_team.statistics.first_downs.team.pass,home_team.statistics.first_downs.team.pen,home_team.statistics.first_downs.team.rush,home_team.statistics.fourth_down_efficiency.team.att,home_team.statistics.fourth_down_efficiency.team.conv,home_team.statistics.fourth_down_efficiency.team.pass,home_team.statistics.fourth_down_efficiency.team.pct,home_team.statistics.fourth_down_efficiency.team.pen,home_team.statistics.fourth_down_efficiency.team.rush,home_team.statistics.goal_efficiency.team.att,home_team.statistics.goal_efficiency.team.pct,home_team.statistics.goal_efficiency.team.td,home_team.statistics.kickoffs.team.avg,home_team.statistics.kickoffs.team.avg_ret,home_team.statistics.kickoffs.team.endzone,home_team.statistics.kickoffs.team.in20,home_team.statistics.kickoffs.team.in20_pct,home_team.statistics.kickoffs.team.kicks,home_team.statistics.kickoffs.team.lg,home_team.statistics.kickoffs.team.net_avg,home_team.statistics.kickoffs.team.net_yds,home_team.statistics.kickoffs.team.ret,home_team.statistics.kickoffs.team.ret_yds,home_team.statistics.kickoffs.team.tb,home_team.statistics.kickoffs.team.tb_pct,home_team.statistics.kickoffs.team.yds,home_team.statistics.passing.team.att,home_team.statistics.passing.team.avg,home_team.statistics.passing.team.cmp,home_team.statistics.passing.team.cmp_avg,home_team.statistics.passing.team.cmp_pct,home_team.statistics.passing.team.fd,home_team.statistics.passing.team.int,home_team.statistics.passing.team.int_pct,home_team.statistics.passing.team.int_td,home_team.statistics.passing.team.lg,home_team.statistics.passing.team.rating,home_team.statistics.passing.team.rz_att,home_team.statistics.passing.team.sfty,home_team.statistics.passing.team.sk,home_team.statistics.passing.team.sk_yds,home_team.statistics.passing.team.td,home_team.statistics.passing.team.td_pct,home_team.statistics.passing.team.yds,home_team.statistics.passing.team.yds_10_pls,home_team.statistics.passing.team.yds_20_pls,home_team.statistics.passing.team.yds_30_pls,home_team.statistics.passing.team.yds_40_pls,home_team.statistics.passing.team.yds_50_pls,home_team.statistics.receiving.team.avg,home_team.statistics.receiving.team.fd,home_team.statistics.receiving.team.fum,home_team.statistics.receiving.team.lg,home_team.statistics.receiving.team.rec,home_team.statistics.receiving.team.rz_tar,home_team.statistics.receiving.team.tar,home_team.statistics.receiving.team.td,home_team.statistics.receiving.team.yac,home_team.statistics.receiving.team.yds,home_team.statistics.receiving.team.yds_10_pls,home_team.statistics.receiving.team.yds_20_pls,home_team.statistics.receiving.team.yds_30_pls,home_team.statistics.receiving.team.yds_40_pls,home_team.statistics.receiving.team.yds_50_pls,home_team.statistics.redzone_efficiency.team.att,home_team.statistics.redzone_efficiency.team.pct,home_team.statistics.redzone_efficiency.team.td,home_team.statistics.rushing.team.att,home_team.statistics.rushing.team.avg,home_team.statistics.rushing.team.fd,home_team.statistics.rushing.team.fd_pct,home_team.statistics.rushing.team.fum,home_team.statistics.rushing.team.lg,home_team.statistics.rushing.team.rz_att,home_team.statistics.rushing.team.sfty,home_team.statistics.rushing.team.td,home_team.statistics.rushing.team.yds,home_team.statistics.rushing.team.yds_10_pls,home_team.statistics.rushing.team.yds_20_pls,home_team.statistics.rushing.team.yds_30_pls,home_team.statistics.rushing.team.yds_40_pls,home_team.statistics.rushing.team.yds_50_pls,home_team.statistics.third_down_efficiency.team.att,home_team.statistics.third_down_efficiency.team.conv,home_team.statistics.third_down_efficiency.team.pass,home_team.statistics.third_down_efficiency.team.pct,home_team.statistics.third_down_efficiency.team.pen,home_team.statistics.third_down_efficiency.team.rush,id,scheduled
KC,42,2,2,15,0,63,1,0,0,0,0,0,0,0,1,0,0,1,2,6,3,20,0,1,4,0,1,3,48,6,26,17,1,8,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,3,100,3,63.571,49.667,4,2,28.571,7,65,42.286,296,3,149,4,57.143,445,35,10.514,28,13.143,80,17,0,0,0,78,148.6,6,0,3,16,4,11.429,368,7,1,0,0,2,13.143,17,0,78,28,5,34,4,368,368,7,1,0,0,2,27,6.852,8,29.63,1,58,2,0,2,185,3,1,0,0,1,11,4,3,36.364,0,1,NE,27,2,2,9,0,56,1,1,0,0,0,0,0,0,0,0,1,0,3,4,3,16,0,1,7,0,0,6,47,4,25,11,4,10,2,0,0,0,0,0,4,75,3,66.667,34,6,2,33.333,6,71,44,264,4,136,2,33.333,400,36,7.417,16,16.688,44.444,11,0,0,0,54,70,4,0,3,20,0,0,267,5,4,0,0,1,16.688,11,1,54,16,4,36,0,267,267,5,4,0,0,1,6,50,3,35,3.543,10,28.571,0,16,15,0,3,124,4,0,0,0,0,15,5,3,33.333,0,2,d2c3b7b6-5ea7-4571-8206-ec96f77857ef,2017-09-08T00:30:00+00:00
ATL,23,2,2,4,0,51,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,37,0,2,8,1,0,6,47,6,18,12,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,50,1,64.5,48.333,4,1,16.667,6,67,40.333,242,3,145,3,50,387,30,10.7,21,15.286,70,12,0,0,0,88,116.1,2,0,2,13,1,3.333,321,6,2,0,1,1,15.286,12,0,88,21,2,30,1,321,321,6,2,0,1,1,23,2.783,4,17.391,0,13,2,0,1,64,1,0,0,0,0,11,5,3,45.455,0,2,CHI,17,2,2,5,0,46,0,0,0,0,0,0,0,0,0,0,1,0,4,5,2,13,0,1,4,0,1,3,41,4,20,11,3,6,2,1,1,50,0,0,2,50,1,63.75,86,3,1,25,4,65,42.25,169,1,86,3,75,255,40,5.325,26,8.192,65,11,0,0,0,22,86.8,6,0,4,37,1,2.5,213,7,1,0,0,0,8.192,11,0,22,26,5,40,1,213,213,7,1,0,0,0,3,66.667,2,19,6.579,7,36.842,0,46,3,0,1,125,2,0,0,1,0,13,5,4,38.462,0,1,24e20c00-cbe7-492e-bc25-6ddd3f856891,2017-09-10T17:00:00+00:00
NYJ,12,2,2,22,0,75,0,0,0,1,48,0,48,0,2,0,0,2,5,5,2,6,0,0,5,0,2,5,53,6,11,8,1,2,1,1,0,100,0,1,0,2,0,0,0,0,0,2,0,0,1,100,1,65.75,98,4,0,0,4,68,41.25,165,1,98,3,75,263,39,4.795,26,7.192,66.667,8,2,5.128,0,25,56.3,3,0,1,11,0,0,187,5,2,0,0,0,7.192,8,0,25,26,3,38,0,187,187,5,2,0,0,0,15,2.533,3,20,0,11,1,0,1,38,1,0,0,0,0,14,4,3,28.571,0,1,BUF,21,2,2,12,0,51,0,0,0,2,12,0,12,0,1,0,0,1,6,5,1,11,0,3,8,0,0,5,39,2,23,11,2,10,0,0,0,0,0,0,4,75,3,65.75,47.5,4,1,25,4,68,42,168,2,95,2,50,263,28,8,16,14,57.143,11,1,3.571,0,47,92,6,0,2,6,2,7.143,224,5,3,1,1,0,14,11,0,47,16,5,27,2,224,224,5,3,1,1,0,4,75,3,42,4.524,10,23.81,0,27,7,0,1,190,5,3,0,0,0,17,8,4,47.059,0,4,34fa52ab-8816-4e2e-a67a-3ce37621ba91,2017-09-10T17:00:00+00:00
PHI,30,2,2,10,0,53,2,2,1,1,15,0,15,0,1,0,0,1,4,7,4,40,0,0,5,0,1,5,43,4,19,17,1,1,0,0,0,0,0,0,2,1,1,0,3,1,20,0,0,-16,1,100,1,62.333,31.75,4,2,33.333,6,67,41.167,247,4,127,2,33.333,374,39,7.872,26,11.808,66.667,17,1,2.564,1,58,96.8,3,0,2,9,2,5.128,307,10,2,1,0,1,11.808,17,0,58,26,3,38,2,299,307,10,2,1,0,1,24,2.417,1,4.167,0,7,2,0,0,58,0,0,0,0,0,14,8,8,57.143,0,0,WAS,17,2,2,13,0,58,0,1,0,1,24,1,24,0,2,0,0,2,8,9,2,9,0,0,1,0,0,1,45,4,16,12,1,3,1,0,0,0,0,0,0,0,0,60.5,83,3,0,0,4,65,39.75,159,1,83,3,75,242,40,6,23,10.435,57.5,12,1,2.5,0,34,72.9,6,0,4,40,1,2.5,240,6,2,1,0,0,10.435,12,0,34,23,5,40,1,240,240,6,2,1,0,0,2,0,0,17,3.765,3,17.647,0,10,0,0,0,64,1,0,0,0,0,11,3,2,27.273,0,1,2b859a54-56db-4917-ba6e-e978ab076380,2017-09-10T17:00:00+00:00
OAK,26,2,2,9,0,53,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,1,0,0,2,0,0,2,44,3,22,16,1,5,1,1,0,100,0,1,0,3,0,3,0,0,0,0,0,0,2,50,1,65,160,6,0,0,6,65,38.333,230,1,160,5,83.333,390,32,8.188,22,11.909,68.75,16,0,0,0,25,114.3,6,0,2,12,2,6.25,262,10,3,0,0,0,11.909,16,1,25,22,6,32,2,262,262,10,3,0,0,0,29,3.759,5,17.241,1,14,3,0,0,109,2,0,0,0,0,12,5,4,41.667,0,1,TEN,16,2,2,8,0,56,2,0,0,0,0,0,0,0,0,0,0,0,3,3,2,12,0,0,4,0,0,4,48,3,21,15,1,5,0,0,0,0,0,0,2,50,1,55,116,4,0,0,5,65,31.8,159,1,116,3,60,275,41,6.244,25,10.24,60.976,15,0,0,0,24,78.9,5,0,1,1,0,0,256,10,3,0,0,0,10.24,15,0,24,25,5,41,0,256,256,10,3,0,0,0,3,33.333,1,21,4.524,5,23.81,0,21,3,0,1,95,2,1,0,0,0,14,7,7,50,0,0,d8634860-bbcf-47ac-acdf-7e4f621bcb8c,2017-09-10T17:00:00+00:00
JAC,29,1,2,15,0,64,3,3,1,1,67,0,67,0,0,0,0,0,9,12,10,54,0,0,2,0,0,2,49,6,19,8,4,7,1,1,0,100,0,1,3,1,0,1,3,1,53,0,0,0,3,66.667,2,65.429,174,7,0,0,7,68,40.571,284,1,174,6,85.714,458,21,5.952,11,11.364,52.381,8,0,0,0,20,86.4,3,0,0,0,1,4.762,125,6,1,0,0,0,11.364,8,0,20,11,3,21,1,125,125,6,1,0,0,0,39,3.974,8,20.513,1,17,11,0,1,155,5,0,0,0,0,12,3,3,25,0,0,HOU,7,2,2,19,0,64,1,0,0,0,0,0,0,0,3,0,0,3,4,3,0,0,0,1,2,0,0,1,45,3,23,11,8,4,1,0,0,0,0,0,2,50,1,65,0,2,0,0,2,65,40,80,0,50,2,100,130,36,4.556,19,8.632,52.778,11,1,2.778,0,26,62.7,3,0,10,54,1,2.778,164,5,1,0,0,0,8.632,11,0,26,19,4,36,1,164,164,5,1,0,0,0,2,50,1,23,4.043,4,17.391,0,9,0,0,0,93,0,0,0,0,0,12,5,3,41.667,0,2,72436e91-8e19-4a9e-a6f5-cdc3ff6cc1fe,2017-09-10T17:00:00+00:00
ARI,23,2,2,5,0,56,0,0,0,1,82,1,82,0,3,0,1,3,6,4,1,7,0,1,7,0,0,6,51,5,24,15,5,4,1,1,0,100,0,1,0,2,1,0,0,0,0,1,0,0,3,66.667,2,56,24.667,4,3,60,5,71,41.2,206,3,74,1,20,280,48,5.583,27,9.926,56.25,15,3,6.25,1,33,53.1,8,0,1,5,1,2.083,268,9,2,1,0,0,9.926,15,1,33,27,8,47,1,268,268,9,2,1,0,0,18,2.5,4,22.222,1,10,4,0,1,45,1,0,0,0,0,15,6,5,40,0,1,DET,35,2,2,6,0,48,2,1,0,3,35,1,83,0,0,0,1,0,11,7,1,5,0,0,2,0,0,2,42,3,19,15,1,3,1,0,0,0,0,0,3,100,3,65.5,73,6,0,0,6,68,41.167,247,2,146,4,66.667,393,41,7.122,29,10.069,70.732,15,1,2.439,1,45,113.1,4,0,1,7,4,9.756,292,9,0,1,1,0,10.069,15,0,45,29,5,39,4,292,292,9,0,1,1,0,3,100,3,27,3.037,4,14.815,0,15,6,0,0,82,2,0,0,0,0,16,8,6,50,0,2,c82a4724-5c38-412a-bc00-7228cd619ea4,2017-09-10T17:00:00+00:00
PIT,21,2,2,10,1,60,0,0,0,1,17,0,17,0,1,0,0,1,3,8,7,42,0,1,5,0,0,4,50,7,16,13,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,100,2,65.75,89,4,1,25,4,68,43.5,174,1,89,3,75,263,36,7.306,24,10.958,66.667,13,1,2.778,0,50,95,4,0,1,8,2,5.556,263,8,0,1,0,1,10.958,13,1,50,24,5,36,2,263,263,8,0,1,0,1,17,2.059,1,5.882,0,15,3,0,0,35,1,0,0,0,0,13,5,5,38.462,0,0,CLE,18,1,2,10,0,46,1,0,0,1,30,0,30,0,1,0,0,1,6,1,1,8,0,0,4,0,1,4,36,1,20,12,5,3,2,2,2,100,0,0,1,100,1,57.25,79,3,0,0,4,65,37.5,150,1,79,3,75,229,30,7.4,20,11.1,66.667,13,1,3.333,0,29,85.7,4,0,7,42,1,3.333,222,6,4,0,0,0,11.1,12,0,29,20,3,30,1,222,222,6,4,0,0,0,3,66.667,2,25,2.28,4,16,0,11,5,0,1,57,1,0,0,0,0,12,3,2,25,0,1,127e32f4-5786-4c37-9fc3-dd04aedd6aa5,2017-09-10T17:00:00+00:00
BAL,20,2,2,6,0,49,1,1,0,4,31,0,69,0,1,0,0,1,8,5,5,26,0,1,5,0,1,4,43,7,17,5,4,8,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,2,50,1,64.6,111,4,1,20,5,65,42.4,212,1,111,4,80,323,17,7.118,9,13.444,52.941,5,1,5.882,0,48,71,5,0,1,10,1,5.882,121,3,0,0,1,0,13.444,5,0,48,9,5,17,1,121,121,3,0,0,1,0,42,3.738,8,19.048,0,17,4,0,1,157,3,0,0,0,0,14,6,2,42.857,0,4,CIN,0,2,2,14,0,65,0,0,0,1,0,0,0,1,6,0,0,5,4,3,1,10,0,0,3,0,0,3,51,3,14,8,3,3,1,0,0,0,0,0,0,0,0,65,0,1,0,0,1,65,40,40,0,25,1,100,65,31,5.484,16,10.625,51.613,8,4,12.903,0,39,28.4,7,0,5,26,0,0,170,5,1,1,0,0,10.625,8,0,39,16,3,29,0,171,170,5,1,1,0,0,3,0,0,22,3.5,4,18.182,0,23,3,0,0,77,1,1,0,0,0,13,4,3,30.769,0,1,e40fa39f-1708-4065-8ded-9be524c3e55e,2017-09-10T17:00:00+00:00
IND,9,2,2,4,0,54,1,0,0,0,0,0,0,0,1,0,2,1,0,4,1,8,0,0,4,0,1,4,50,3,10,6,1,3,1,0,0,0,0,0,1,3,1,0,1,0,0,2,0,0,2,50,1,59.5,49,2,0,0,4,65,35,140,2,98,2,50,238,21,8.524,11,16.273,52.381,6,2,9.524,2,50,41.7,1,0,4,29,0,0,179,2,3,1,0,1,16.273,6,1,50,11,1,21,0,179,179,2,3,1,0,1,24,3.125,3,12.5,1,24,4,1,1,75,1,1,0,0,0,10,0,0,0,0,0,LA,46,2,2,6,0,43,2,1,0,2,39,2,68,0,0,0,0,0,6,5,4,29,1,1,5,0,0,4,37,9,19,13,1,5,0,0,0,0,0,0,1,100,1,65,0,9,0,0,9,65,40,360,0,225,9,100,585,30,10.6,22,14.455,73.333,13,0,0,0,39,118.5,1,0,1,8,1,3.333,318,5,6,1,0,0,14.455,13,0,39,22,1,30,1,318,318,5,6,1,0,0,4,75,3,33,1.909,6,18.182,1,12,5,0,2,63,1,0,0,0,0,14,5,4,35.714,0,1,e3882005-f8e5-47b4-a3c0-9e3c193a9616,2017-09-10T20:05:00+00:00
